Seed,NW1,NW2,Trees,Unsolvable?
89368,74,30,9791313795,0
89369,61,4,438000000000,0
89370,73,48,6594957568,0
89371,66,32,40065887740,0
89372,79,42,1334576480,0
89373,73,30,9055666512,0
89374,73,16,13132904028,0
89375,71,10,23841939929,0
89376,74,16,8396590608,0
89377,69,24,48184569636,0
89378,76,30,3404622690,0
89379,73,20,10900376784,0
89380,66,12,97470558384,0
89381,70,14,26750671920,0
89382,66,0,158000000000,0
89383,71,38,25748028670,0
89384,71,4,29891942159,0
89385,70,8,38401502398,0
89386,65,18,127000000000,0
89387,78,32,1675473016,0
89388,76,20,4544064203,0
89389,73,14,14444073875,0
89390,70,14,31909201728,0
89391,72,10,14284138224,0
89392,74,14,8304602112,0
89393,72,36,11318942592,0
89394,74,28,6771487723,0
89395,74,24,10053401344,0
89396,73,20,10566911339,0
89397,67,8,77030638112,0
89398,77,56,1525155135,0
89399,68,20,46966259877,0
89400,74,22,6923467776,0
89401,77,44,3085911444,0
89402,75,48,3465347141,0
89403,69,8,43030545293,0
89404,77,40,1755477808,0
89405,79,48,1192043415,0
89406,70,4,45528208128,0
89407,69,4,46165496964,0
89408,73,22,13811280798,0
89409,74,16,11175696517,0
89410,70,12,22094175312,0
89411,67,18,83461527855,0
89412,69,18,42045897284,0
89413,73,18,13645644404,0
89414,62,6,372000000000,0
89415,73,14,9239847552,0
89416,75,34,3004410180,0
89417,74,30,4877679191,0
89418,75,24,3379233123,0
89419,72,12,19026885600,0
89420,77,26,2930181564,0
89421,69,14,36504108160,0
89422,71,6,30886417584,0
89423,76,34,3235104412,0
89424,67,26,38656318480,0
89425,75,36,5365861065,0
89426,75,26,5883648876,0
89427,76,10,5127373440,0
89428,67,4,96953809004,0
89429,68,6,74328312645,0
89430,76,34,2664838049,0
89431,73,28,13069675469,0
89432,72,16,18413405104,0
89433,73,28,7941856896,0
89434,73,24,11336549350,0
89435,61,14,323000000000,0
89436,72,8,21230099137,0
89437,69,10,54628122311,0
89438,80,40,936744960,0
89439,73,26,8289289360,0
89440,72,24,14854376088,0
89441,79,40,914816000,0
89442,70,10,36991280640,0
89443,76,42,2261148560,0
89444,72,16,16949907387,0
89445,72,24,14051742464,0
89446,71,12,28010901600,0
89447,71,34,9984814933,0
89448,79,44,1258889762,0
89449,69,2,48370932064,0
89450,73,22,11394044480,0
89451,72,20,13029978168,0
89452,74,26,4808815560,0
89453,76,38,1754279792,0
89454,60,4,590000000000,0
89455,73,18,13738716804,0
89456,73,14,9958829200,0
89457,69,8,60951836105,0
89458,76,44,2836821552,0
89459,73,42,10821296208,0
89460,75,22,7053756880,0
89461,65,0,202000000000,0
89462,71,4,31598145840,0
89463,74,24,7469771728,0
89464,67,10,72941435200,0
89465,71,12,26615637328,0
89466,73,16,10228723920,0
89467,68,18,37946266829,0
89468,77,42,1984277295,0
89469,77,34,3054574752,0
89470,62,10,210000000000,0
89471,65,4,206000000000,0
89472,70,14,34969565184,0
89473,62,10,306000000000,0
89474,65,14,105000000000,0
89475,74,16,10261360478,0
89476,74,36,7867653696,0
89477,70,24,24693688080,0
89478,69,22,26226394760,0
89479,75,12,5523006960,0
89480,57,4,1640000000000,0
89481,69,12,44329686588,0
89482,74,30,6732322048,0
89483,76,40,3113833402,0
89484,73,36,13289995040,0
89485,69,30,23771335259,0
89486,69,16,32013890573,0
89487,75,20,5933038125,0
89488,74,16,9698518368,0
89489,71,20,14999344992,0
89490,76,28,3812256735,0
89491,65,8,150000000000,0
89492,76,18,5240216940,0
89493,70,22,27974825266,0
89494,75,20,6926842683,0
89495,73,36,9701586384,0
89496,70,26,29863099728,0
89497,67,14,48194303528,0
89498,66,8,80652880640,0
89499,73,22,10465915825,0
89500,77,36,2617895700,0
89501,64,22,105000000000,0
89502,76,54,3698621696,0
89503,75,52,2844863760,0
89504,74,30,9519993520,0
89505,74,42,6410111717,0
89506,76,42,3638726160,0
89507,64,2,204000000000,0
89508,65,18,98247944800,0
89509,72,42,6992392896,0
89510,77,24,3032513135,0
89511,69,26,31979025264,0
89512,75,14,7846794213,0
89513,75,44,3855892635,0
89514,78,46,1200586688,0
89515,69,22,40604264160,0
89516,74,30,7954712074,0
89517,75,10,8750977822,0
89518,73,26,9830488000,0
89519,71,8,29909256288,0
89520,72,22,15183852840,0
89521,69,10,49134310092,0
89522,67,14,76365691920,0
89523,69,12,40833923328,0
89524,77,24,3177730729,0
89525,71,10,22140198236,0
89526,74,28,8002874428,0
89527,71,16,17996045730,0
89528,63,22,97230268566,0
89529,72,24,15656250718,0
89530,72,4,25242107823,0
89531,70,6,32096640132,0
89532,72,22,14142606998,0
89533,66,14,85106422800,0
89534,76,20,5234754160,0
89535,70,26,24264825856,0
89536,67,10,60550898438,0
89537,70,14,40804943080,0
89538,75,38,3479372008,0
89539,73,8,16270926573,0
89540,68,8,51744797347,0
89541,76,26,4205976000,0
89542,65,34,31250769732,0
89543,71,20,21119792288,0
89544,70,14,25349015952,0
89545,66,10,107000000000,0
89546,62,12,146000000000,0
89547,70,8,43153303051,0
89548,78,50,1962569520,0
89549,74,14,9573791171,0
89550,71,16,30324532924,0
89551,75,22,4439977461,0
89552,63,14,174000000000,0
89553,65,4,170000000000,0
89554,64,4,312000000000,0
89555,72,32,10226643750,0
89556,78,24,2299171875,0
89557,67,2,83411103321,0
89558,76,28,4659320192,0
89559,71,12,31388997504,0
89560,75,24,6296139840,0
89561,68,6,77513750804,0
89562,71,8,25726071798,0
89563,78,46,1218235913,0
89564,70,32,17820657300,0
89565,70,20,22786984623,0
89566,66,8,111000000000,0
89567,73,16,16162060565,0
89568,78,40,1436562048,0
89569,71,22,15229447884,0
89570,76,34,3680142020,0
89571,70,10,41486784888,0
89572,67,6,107000000000,0
89573,69,12,54259070409,0
89574,77,34,3297879564,0
89575,76,40,3430324224,0
89576,77,18,4232433457,0
89577,70,22,33528884256,0
89578,69,22,37759798272,0
89579,73,34,7448589412,0
89580,80,52,974049575,0
89581,68,8,79195661593,0
89582,70,26,16136136896,0
89583,77,38,3044910680,0
89584,76,30,3692616503,0
89585,71,14,19030324005,0
89586,76,38,3668760200,0
89587,76,20,5799868554,0
89588,71,20,20025815040,0
89589,76,42,2352430080,0
89590,59,0,975000000000,0
89591,64,14,154000000000,0
89592,75,18,6299591200,0
89593,81,72,447495625,0
89594,76,28,3413105328,0
89595,69,10,44732530368,0
89596,69,12,55911675865,0
89597,72,24,11021791872,0
89598,66,6,128000000000,0
89599,67,12,94062745916,0
89600,75,16,6213128733,0
89601,73,4,14475892620,0
89602,78,36,2425943376,0
89603,69,20,36550433721,0
89604,72,16,19665914112,0
89605,71,20,17020293120,0
89606,75,18,5047741632,0
89607,70,10,29548507824,0
89608,72,14,16049918640,0
89609,73,36,7181935995,0
89610,73,20,13397405712,0
89611,74,30,4863736800,0
89612,74,20,7863924429,0
89613,69,16,29626527060,0
89614,73,30,10636090480,0
89615,71,16,25399772326,0
89616,77,32,2393554195,0
89617,77,34,2683357328,0
89618,74,24,9445104444,0
89619,71,38,5130713259,0
89620,74,24,10106127744,0
89621,72,18,14714788355,0
89622,74,20,9298321536,0
89623,78,36,1850398533,0
89624,67,8,96346916532,0
89625,68,8,45838552221,0
89626,70,2,36923421456,0
89627,66,16,81608635943,0
89628,72,32,10209631057,0
89629,73,22,11139083722,0
89630,72,36,11272068045,0
89631,72,6,20169572596,0
89632,81,46,594170880,0
89633,74,14,9401268000,0
89634,68,14,52898157504,0
89635,70,24,19297581597,0
89636,64,12,135000000000,0
89637,69,6,40517210160,0
89638,67,24,52419892305,0
89639,70,14,32217648204,0
89640,77,46,2879710848,0
89641,75,18,7463714640,0
89642,71,16,19491747852,0
89643,77,48,1452372336,0
89644,71,4,26759700604,0
89645,68,14,51031911456,0
89646,72,10,16113080096,0
89647,65,10,181000000000,0
89648,75,10,7936820357,0
89649,61,4,377000000000,0
89650,67,8,108000000000,0
89651,72,26,16814182530,0
89652,67,12,87988464864,0
89653,72,14,16986171680,0
89654,75,28,6294654684,0
89655,69,20,36810082600,0
89656,60,6,557000000000,0
89657,68,10,53597226879,0
89658,73,24,7066938572,0
89659,71,12,24759558273,0
89660,77,36,2139344561,0
89661,76,36,4983090700,0
89662,65,8,206000000000,0
89663,73,20,10871210842,0
89664,70,16,29918697664,0
89665,74,14,10194204648,0
89666,66,8,98816761296,0
89667,72,12,16112197702,0
89668,67,14,63908831375,0
89669,66,16,78759766826,0
89670,79,38,1443131200,0
89671,78,36,2079586945,0
89672,75,22,7413061656,0
89673,74,20,7704987592,0
89674,66,2,164000000000,0
89675,72,12,18924472260,0
89676,72,10,19536367968,0
89677,66,8,139000000000,0
89678,72,8,19482147372,0
89679,72,14,19242551255,0
89680,68,8,67124441088,0
89681,71,8,29733286869,0
89682,70,28,33254478784,0
89683,78,44,1697278648,0
89684,73,16,15079468124,0
89685,72,28,12190858218,0
89686,75,38,5256646500,0
89687,78,44,1573785178,0
89688,72,6,24088409055,0
89689,75,36,5015035242,0
89690,73,24,8880678489,0
89691,76,34,2684554330,0
89692,71,10,27547523340,0
89693,74,20,8423372880,0
89694,70,16,22274746027,0
89695,65,4,129000000000,0
89696,63,12,167000000000,0
89697,73,34,10354247640,0
89698,68,6,60311367872,0
89699,74,12,8291462500,0
89700,67,0,100000000000,0
89701,71,10,32336359215,0
89702,76,50,2478507904,0
89703,67,12,47205313820,0
89704,75,22,6058441984,0
89705,74,26,7315095732,0
89706,75,28,7103525247,0
89707,76,54,2335065600,0
89708,79,54,1145870628,0
89709,74,34,7659626715,0
89710,75,26,6244442390,0
89711,67,10,97151773868,0
89712,72,12,21333124368,0
89713,73,24,11232882204,0
89714,63,4,421000000000,0
89715,75,38,3547124870,0
89716,77,46,1684662238,0
89717,75,14,8174898879,0
89718,75,38,4616347624,0
89719,77,24,3214075001,0
89720,74,20,7064031014,0
89721,76,40,2731925568,0
89722,70,18,17659208840,0
89723,72,14,13051668280,0
89724,74,22,8822198224,0
89725,75,30,6548477472,0
89726,70,20,22454245488,0
89727,70,36,20215936783,0
89728,70,20,19587225020,0
89729,77,36,2906099724,0
89730,71,38,9042405472,0
89731,77,30,3345059840,0
89732,76,26,4783848132,0
89733,69,8,42569007968,0
89734,69,2,50202442224,0
89735,74,34,5529858059,0
89736,68,16,55456172500,0
89737,72,16,19335539196,0
89738,75,30,4238422480,0
89739,73,36,4131915867,0
89740,75,34,4418534736,0
89741,77,30,2569386603,0
89742,69,16,55301010021,0
89743,73,20,12810190450,0
89744,68,14,63592335597,0
89745,67,6,62552613696,0
89746,76,52,1640821824,0
89747,74,30,3472582718,0
89748,68,16,44885069151,0
89749,65,14,76780220517,0
89750,76,46,2759903640,0
89751,77,28,2468448784,0
89752,73,14,13602361585,0
89753,76,26,3416465192,0
89754,73,40,7330536437,0
89755,71,18,19710631241,0
89756,74,32,5955397973,0
89757,71,28,25630150572,0
89758,71,20,22011443840,0
89759,71,20,27623907120,0
89760,72,16,23200933414,0
89761,71,16,29834087040,0
89762,69,12,34952006754,0
89763,71,22,13310907534,0
89764,72,32,6732325696,0
89765,71,6,28957028352,0
89766,80,54,910589204,0
89767,75,46,2663012148,0
89768,77,22,3438618192,0
89769,71,36,9578456388,0
89770,73,32,6588635808,0
89771,74,24,9184777888,0
89772,74,18,10992136401,0
89773,65,4,211000000000,0
89774,73,68,3616835187,0
89775,72,6,20183301012,0
89776,68,4,69592871377,0
89777,75,28,4950552732,0
89778,76,22,4256261868,0
89779,70,22,20801058948,0
89780,69,6,35280355968,0
89781,63,2,349000000000,0
89782,65,6,196000000000,0
89783,72,16,15549420627,0
89784,72,30,15911194753,0
89785,73,12,10934816292,0
89786,78,32,1974415950,0
89787,74,30,7249247936,0
89788,68,10,47888508960,0
89789,75,22,6733950068,0
89790,75,22,5714226528,0
89791,70,14,30351777603,0
89792,70,8,35445920208,0
89793,64,8,230000000000,0
89794,72,38,11151535140,0
89795,74,32,6367094784,0
89796,74,16,8147693139,0
89797,74,38,3818701712,0
89798,78,22,2344559568,0
89799,69,38,17024511960,0
89800,70,14,32312163280,0
89801,68,10,55125920088,0
89802,73,10,14676521574,0
89803,73,18,11754597120,0
89804,68,8,63077161280,0
89805,75,26,5867119125,0
89806,70,26,30969166379,0
89807,61,0,564000000000,0
89808,74,2,8619963840,0
89809,68,4,75650211264,0
89810,69,22,33191350776,0
89811,72,22,15008819852,0
89812,66,22,67387347200,0
89813,74,16,9466026705,0
89814,76,40,2743717352,0
89815,49,0,9630000000000,0
89816,68,2,104000000000,0
89817,71,10,27178240448,0
89818,72,34,14066051328,0
89819,73,22,13360106729,0
89820,70,14,37283380204,0
89821,67,2,111000000000,0
89822,74,14,8491714163,0
89823,70,20,38158725888,0
89824,73,20,10290572672,0
89825,64,18,126000000000,0
89826,63,22,123000000000,0
89827,76,20,5051486391,0
89828,70,10,35108968027,0
89829,66,8,70720341192,0
89830,69,16,30266225604,0
89831,78,36,1602718775,0
89832,75,18,6398682876,0
89833,73,18,10711984780,0
89834,73,12,16977911529,0
89835,74,44,6193102860,0
89836,69,20,36514650375,0
89837,77,28,3508934684,0
89838,61,0,454000000000,0
89839,70,10,31706151010,0
89840,73,26,8466184223,0
89841,74,14,8939143332,0
89842,69,8,35309782440,0
89843,66,10,94013064516,0
89844,74,58,6454081620,0
89845,75,38,4317890964,0
89846,75,24,6349831367,0
89847,72,12,20043118024,0
89848,78,28,1961593493,0
89849,73,18,13536558203,0
89850,71,30,15199426825,0
89851,65,14,150000000000,0
89852,69,10,42447884913,0
89853,72,14,21149987790,0
89854,77,20,2958957756,0
89855,70,10,37103927420,0
89856,70,12,39844751808,0
89857,76,20,4182036067,0
89858,74,36,9647707264,0
89859,75,20,7841327253,0
89860,77,38,3428174887,0
89861,67,8,70851083544,0
89862,74,14,11173378112,0
89863,69,10,44668157475,0
89864,80,40,732879836,0
89865,76,22,5657922677,0
89866,70,6,35917469520,0
89867,72,16,12848357007,0
89868,70,2,42549815924,0
89869,73,22,13993190104,0
89870,68,20,39637164700,0
89871,75,18,8092086688,0
89872,70,22,24708409780,0
89873,70,18,26320097961,0
89874,71,14,29213508840,0
89875,75,36,5959180536,0
89876,75,42,4388208800,0
89877,71,38,11160549120,0
89878,72,12,16768584308,0
89879,71,26,20271557231,0
89880,75,24,5185118560,0
89881,74,16,9103758216,0
89882,76,26,3782782493,0
89883,67,0,99129169424,0
89884,68,10,49140363614,0
89885,67,16,69522790982,0
89886,74,18,9325134468,0
89887,73,6,16110781919,0
89888,73,34,10428496801,0
89889,67,8,94580247752,0
89890,76,28,3522677004,0
89891,66,12,120000000000,0
89892,76,28,6135967444,0
89893,68,32,46227606684,0
89894,70,14,28107888240,0
89895,69,20,34472378243,0
89896,71,20,29456321760,0
89897,76,26,4641119834,0
89898,74,32,8719231050,0
89899,71,18,18552376080,0
89900,74,36,5872263390,0
89901,69,0,61828788372,0
89902,68,14,82037389392,0
89903,65,18,89709888807,0
89904,72,16,18546639358,0
89905,73,24,13058223732,0
89906,66,14,78627556008,0
89907,72,12,20394816456,0
89908,69,26,29788702377,0
89909,72,8,21079570572,0
89910,74,34,6202975455,0
89911,78,36,2319502968,0
89912,74,54,6246628032,0
89913,69,24,25327805136,0
89914,72,16,17383729840,0
89915,68,12,62447103792,0
89916,64,6,203000000000,0
89917,76,30,3159089304,0
89918,70,20,28220231227,0
89919,73,34,8802897780,0
89920,70,14,35957211136,0
89921,74,30,8199847680,0
89922,70,6,35266732419,0
89923,66,6,141000000000,0
89924,71,18,22959800592,0
89925,74,44,8357937392,0
89926,74,26,7580427729,0
89927,71,14,25529085955,0
89928,72,12,16425145625,0
89929,69,8,40705093150,0
89930,70,16,31606694850,0
89931,74,32,8601625964,0
89932,72,46,5968670976,0
89933,74,36,2815305157,0
89934,76,28,4340563319,0
89935,78,44,1626312496,0
89936,68,16,74627098774,0
89937,78,30,2408060880,0
89938,71,14,31341779455,0
89939,69,36,32960725200,0
89940,71,12,21212371636,0
89941,63,14,216000000000,0
89942,69,10,50071830709,0
89943,76,34,3404012661,0
89944,76,24,3981475725,0
89945,73,16,12809993280,0
89946,72,4,23104639760,0
89947,73,18,12554166272,0
89948,65,16,59011326720,0
89949,70,2,40308616640,0
89950,78,46,1475399840,0
89951,75,28,6395646278,0
89952,73,34,5757074240,0
89953,70,18,31361966775,0
89954,75,38,5202580656,0
89955,65,6,160000000000,0
89956,73,6,11260667364,0
89957,67,18,54496624633,0
89958,69,2,52225338937,0
89959,72,8,18599818128,0
89960,72,12,19281799168,0
89961,72,4,26554370272,0
89962,71,24,13377703171,0
89963,77,24,2995708292,0
89964,72,22,15646809948,0
89965,74,8,10713496524,0
89966,73,42,5283733378,0
89967,65,2,192000000000,0
89968,77,46,2138534664,0
89969,78,28,2400453120,0
89970,76,52,2959863408,0
89971,73,34,12109293973,0
89972,73,20,11103695440,0
89973,73,20,10645150416,0
89974,76,52,2504242944,0
89975,73,38,3918525715,0
89976,72,18,14803622848,0
89977,66,0,153000000000,0
89978,76,34,2600054662,0
89979,70,12,30256842780,0
89980,68,12,54911641317,0
89981,73,18,9059815376,0
89982,72,16,19858681332,0
89983,75,30,3829798704,0
89984,73,42,4252502352,0
89985,77,58,2451346128,0
89986,71,34,16974249894,0
89987,76,34,3007692324,0
89988,75,24,4805046685,0
89989,75,28,6265656512,0
89990,79,60,750825136,0
89991,69,28,35892550764,0
89992,73,16,8138251008,0
89993,68,4,74350544254,0
89994,74,20,10766388104,0
89995,74,4,12342874112,0
89996,78,36,1442940396,0
89997,75,28,4703361840,0
89998,78,50,1403388616,0
89999,78,30,2323295465,0
90000,79,32,1314870767,0
90001,66,8,101000000000,0
90002,70,14,33336312399,0
90003,72,12,16950185260,0
90004,69,6,45365362297,0
90005,68,24,57865453158,0
90006,77,48,2755731264,0
90007,74,28,7239045744,0
90008,75,26,7092371328,0
90009,76,24,4947310820,0
90010,73,28,8007158362,0
90011,70,12,41582404531,0
90012,74,36,5223248814,0
90013,71,14,15130740691,0
90014,70,12,34563730950,0
90015,76,34,4076953284,0
90016,73,18,14722711731,0
90017,73,50,5964722400,0
90018,74,16,12211181752,0
90019,72,12,21553294894,0
90020,66,4,147000000000,0
90021,71,18,27209301760,0
90022,69,24,39357147753,0
90023,66,18,86664647360,0
90024,73,10,12936522839,0
90025,61,4,482000000000,0
90026,72,18,11509276032,0
90027,67,14,43785778608,0
90028,68,14,70197579360,0
90029,73,42,9674678720,0
90030,74,22,10140680760,0
90031,74,16,9213313445,0
90032,69,14,46828959711,0
90033,69,10,46967483852,0
90034,66,8,159000000000,0
90035,72,20,19307085056,0
90036,74,26,8201375936,0
90037,65,18,111000000000,0
90038,71,30,10032196662,0
90039,73,20,11661420273,0
90040,77,24,3446910532,0
90041,70,8,35456281584,0
90042,68,14,59737082468,0
90043,74,24,9569397845,0
90044,63,16,109000000000,0
90045,73,22,10960298937,0
90046,75,22,7438014135,0
90047,76,14,4566287780,0
90048,74,22,7498975575,0
90049,70,20,19827985930,0
90050,67,12,52729280240,0
90051,74,22,10890632536,0
90052,76,32,4231364505,0
90053,66,8,70883383585,0
90054,76,30,3411927000,0
90055,75,32,4518229800,0
90056,76,32,3665377536,0
90057,77,36,2804560570,0
90058,73,16,12726393552,0
90059,71,20,24045527475,0
90060,77,42,2550187584,0
90061,75,44,4697891952,0
90062,70,6,42653531647,0
90063,75,30,5954004331,0
90064,59,0,1230000000000,0
90065,65,8,120000000000,0
90066,70,46,10425136896,0
90067,77,30,3160357312,0
90068,69,22,19337182560,0
90069,71,18,16500191697,0
90070,67,2,114000000000,0
90071,74,26,9526715232,0
90072,74,18,8835724800,0
90073,76,26,4202763320,0
90074,64,12,199000000000,0
90075,70,10,30592461564,0
90076,71,24,18098450624,0
90077,59,0,695000000000,0
90078,74,14,8964489884,0
90079,71,24,24108641630,0
90080,72,12,16950738221,0
90081,64,10,162000000000,0
90082,76,38,4097196009,0
90083,76,36,3377235168,0
90084,69,10,45251416800,0
90085,67,4,110000000000,0
90086,69,20,42587011600,0
90087,66,22,84745523520,0
90088,71,14,26996130794,0
90089,69,16,35145351740,0
90090,71,6,27662893656,0
90091,73,12,12802919173,0
90092,66,16,81851672720,0
90093,70,14,29356212408,0
90094,73,20,9400454376,0
90095,74,34,9785501292,0
90096,70,6,47073679632,0
90097,67,4,83700664266,0
90098,68,20,50172061527,0
90099,64,6,151000000000,0
90100,76,54,965988667,0
90101,70,18,30543174609,0
90102,75,40,4936144269,0
90103,73,22,12038441196,0
90104,71,30,17934695028,0
90105,77,42,2848463928,0
90106,74,16,9735985379,0
90107,71,22,16014708288,0
90108,66,16,75747482020,0
90109,71,12,22106750632,0
90110,72,18,15691971897,0
90111,73,16,12181512388,0
90112,72,16,16431044949,0
90113,74,30,10019914016,0
90114,73,22,11142142032,0
90115,64,14,135000000000,0
90116,69,16,56116012960,0
90117,65,10,110000000000,0
90118,73,26,12572140896,0
90119,71,4,31651353648,0
90120,73,22,7707086240,0
90121,76,32,3672740920,0
90122,74,20,8912194981,0
90123,73,16,11766439189,0
90124,67,2,98374976775,0
90125,75,28,6321448812,0
90126,72,14,16142357810,0
90127,77,40,2506927696,0
90128,76,42,3705094036,0
90129,71,14,25363280727,0
90130,68,4,61603783973,0
90131,69,16,29563386592,0
90132,75,40,4296859413,0
90133,69,20,32486741946,0
90134,74,48,3003978915,0
90135,71,14,31327056672,0
90136,69,10,48787003300,0
90137,68,24,61701620841,0
90138,70,12,29380841728,0
90139,68,30,27744966888,0
90140,76,24,3735760020,0
90141,79,46,1012281543,0
90142,75,24,6656623287,0
90143,71,6,31926701520,0
90144,75,38,4776214464,0
90145,74,18,10581446867,0
90146,64,2,212000000000,0
90147,70,10,45598037311,0
90148,72,10,18973037188,0
90149,72,18,13028119313,0
90150,68,16,55353583872,0
90151,75,28,5421160800,0
90152,74,12,11045053092,0
90153,67,14,50446141364,0
90154,77,58,2147622841,0
90155,66,18,98132928411,0
90156,72,16,19277284845,0
90157,71,18,24964988868,0
90158,76,34,4273597377,0
90159,75,28,5596862072,0
90160,72,44,7738723840,0
90161,77,50,1678241376,0
90162,75,34,4734032112,0
90163,65,14,111000000000,0
90164,67,6,118000000000,0
90165,75,18,5185402320,0
90166,73,12,15750706552,0
90167,76,28,3598448448,0
90168,77,24,3849504272,0
90169,77,48,2181720420,0
90170,74,20,5270376960,0
90171,76,14,5386748436,0
90172,72,18,13344898644,0
90173,74,30,8176805568,0
90174,68,16,42608722068,0
90175,73,34,8427110915,0
90176,70,6,37676962836,0
90177,71,16,28459214372,0
90178,72,18,16160394375,0
90179,67,6,90113567484,0
90180,70,26,33185542320,0
90181,73,42,7016968680,0
90182,65,10,136000000000,0
90183,79,36,1493231040,0
90184,73,34,12022556740,0
90185,76,20,5262347169,0
90186,75,12,6337151500,0
90187,75,58,0,1
90188,60,6,475000000000,0
90189,74,28,4495475376,0
90190,62,18,135000000000,0
90191,67,18,57576996432,0
90192,71,26,26074712934,0
90193,73,12,15972759582,0
90194,73,32,7060383744,0
90195,69,16,36541460664,0
90196,79,50,1362120780,0
90197,75,34,5803517580,0
90198,72,18,14740832064,0
90199,72,20,19143196820,0
90200,75,18,5589628877,0
90201,69,14,49983260127,0
90202,78,30,2077678260,0
90203,69,22,37651561687,0
90204,68,16,31607915904,0
90205,75,18,6979373820,0
90206,71,28,9746255576,0
90207,67,14,84189826279,0
90208,75,34,4968709312,0
90209,70,6,40429490784,0
90210,72,32,10076951632,0
90211,76,28,3364395156,0
90212,72,2,23646614208,0
90213,67,4,98471593290,0
90214,68,18,42796367424,0
90215,74,2,13401437993,0
90216,72,8,18110694468,0
90217,72,26,12059376309,0
90218,72,4,22172846695,0
90219,73,10,15647809496,0
90220,74,22,8644688620,0
90221,79,36,1715654206,0
90222,71,28,13906981368,0
90223,71,26,16844892974,0
90224,77,64,1670550145,0
90225,76,40,4775550927,0
90226,69,4,43439579022,0
90227,67,16,88037815599,0
90228,73,22,11593532256,0
90229,69,20,35319641760,0
90230,61,4,508000000000,0
90231,70,0,45840887330,0
90232,76,64,1395915776,0
90233,73,32,11219166828,0
90234,68,41,0,1
90235,77,26,3429509796,0
90236,65,4,184000000000,0
90237,70,14,43341524155,0
90238,71,16,20214763947,0
90239,68,16,72083354301,0
90240,76,20,4574972165,0
90241,72,20,18503880624,0
90242,72,18,12824387460,0
90243,80,72,308851088,0
90244,68,8,62284176656,0
90245,68,32,24774899644,0
90246,68,20,26428116760,0
90247,78,56,1500848682,0
90248,73,14,15873438216,0
90249,68,14,61869763386,0
90250,71,28,20389145472,0
90251,72,16,16370957792,0
90252,70,28,22411713948,0
90253,72,24,12666529841,0
90254,68,6,59057803054,0
90255,66,6,163000000000,0
90256,67,0,85882112736,0
90257,69,6,40580121904,0
90258,68,0,78008555136,0
90259,69,4,51261676498,0
90260,72,50,4762870150,0
90261,67,22,79905327672,0
90262,66,22,96848442180,0
90263,71,18,16349412616,0
90264,75,18,5461159471,0
90265,82,56,382853176,0
90266,71,14,21830939280,0
90267,75,26,5681005741,0
90268,68,14,67592021419,0
90269,74,28,9197355648,0
90270,69,26,31715197735,0
90271,78,42,1365113268,0
90272,61,8,459000000000,0
90273,70,10,36011527767,0
90274,75,34,4085201806,0
90275,76,38,3450961075,0
90276,65,10,182000000000,0
90277,67,10,85970974220,0
90278,68,16,38929401798,0
90279,75,22,7489818508,0
90280,76,38,3580393775,0
90281,77,34,2137116494,0
90282,68,8,70966300365,0
90283,65,10,111000000000,0
90284,62,8,324000000000,0
90285,67,20,71861361922,0
90286,75,18,5737384624,0
90287,78,50,1696112988,0
90288,71,4,28504780687,0
90289,76,30,4434273057,0
90290,74,10,12073045613,0
90291,70,34,9047123639,0
90292,74,26,5572212297,0
90293,70,12,34258786713,0
90294,80,54,700613280,0
90295,78,52,1257542400,0
90296,75,40,3027941308,0
90297,72,40,7147433612,0
90298,78,60,1393843405,0
90299,75,54,3642428928,0
90300,68,12,60884318736,0
90301,71,14,29708580594,0
90302,72,16,18637981778,0
90303,72,16,17385232889,0
90304,78,70,1377516672,0
90305,62,14,214000000000,0
90306,74,14,10930608980,0
90307,72,26,14000885024,0
90308,74,38,4999306410,0
90309,75,28,5754569067,0
90310,71,22,25314662625,0
90311,69,24,28501597135,0
90312,74,22,6662448045,0
90313,69,2,68343531804,0
90314,73,26,7138656360,0
90315,67,24,36240492600,0
90316,67,30,25209731136,0
90317,73,22,11483586036,0
90318,67,2,117000000000,0
90319,70,14,25966913280,0
90320,77,20,3660709137,0
90321,71,14,26325011598,0
90322,72,32,6640152576,0
90323,75,34,4290999240,0
90324,64,16,147000000000,0
90325,65,8,179000000000,0
90326,77,36,2992430686,0
90327,75,36,5516108523,0
90328,77,34,2825064564,0
90329,70,20,21853494576,0
90330,66,10,74602701963,0
90331,70,6,31256885143,0
90332,73,26,9050181559,0
90333,72,34,8769479936,0
90334,72,46,11098351152,0
90335,68,30,26230592340,0
90336,69,14,28957607965,0
90337,74,16,9919439524,0
90338,69,12,56074801449,0
90339,74,40,7138879440,0
90340,75,28,5708105177,0
90341,78,48,1913928200,0
90342,78,58,2019464496,0
90343,74,16,8207217144,0
90344,71,28,15286602898,0
90345,79,48,1247727060,0
90346,67,0,93378076464,0
90347,70,8,37124059896,0
90348,76,18,3549344832,0
90349,73,8,14509668033,0
90350,68,14,71516975760,0
90351,78,58,1763412412,0
90352,74,14,10007650835,0
90353,71,10,30965103088,0
90354,66,6,144000000000,0
90355,72,32,13151118375,0
90356,76,20,4886476320,0
90357,74,28,5746578870,0
90358,68,10,65496721077,0
90359,74,50,4542971904,0
90360,75,42,4438908144,0
90361,74,24,9604102595,0
90362,79,54,883829856,0
90363,66,16,96122123767,0
90364,72,8,20281177728,0
90365,69,10,44928272995,0
90366,73,22,8545627657,0
